,2B,3B,HR,H,PA,BB,HBP,SF,G,AB,R,TB,RBI,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,SAC,XBH,GDP,GO,AO,GOAO,NP,score,result
2139,44,18,50,164,375,27,18,15,50,375,114,394,69,108,2,6,0.437,0.458,1.051,1.509,23,11,112,30,73,184,0.397,2667,4.080895744424238,2
2165,59,9,49,156,692,30,20,11,146,692,86,380,47,1,10,4,0.225,0.254,0.549,0.803,13,4,117,1,150,9,16.667,1285,4.073386495692488,2
2140,46,3,33,162,497,120,30,0,97,497,104,313,68,194,3,3,0.326,0.457,0.63,1.087,21,12,82,2,83,202,0.411,1158,4.0808353349262445,2
2142,34,15,44,244,555,59,39,9,11,555,130,440,22,105,23,0,0.44,0.486,0.793,1.279,5,12,93,18,141,112,1.259,1357,4.08044902931111,2
2143,22,20,58,213,352,34,7,3,22,352,91,449,68,127,48,7,0.605,0.635,1.276,1.911,25,3,100,27,23,174,0.132,2331,4.080335319569781,2
2144,23,15,55,146,405,94,5,9,8,405,80,364,86,80,50,4,0.36,0.472,0.899,1.371,22,12,93,11,169,108,1.565,353,4.080245880845778,2
2145,30,14,20,219,747,62,40,7,49,747,117,337,89,69,47,10,0.293,0.344,0.451,0.795,22,4,64,9,150,113,1.327,1248,4.080118159145046,2
2146,7,13,36,219,564,97,35,6,44,564,114,360,69,42,47,8,0.388,0.474,0.638,1.112,13,2,56,29,143,68,2.103,56,4.080011886641215,2
2147,0,17,57,178,536,101,6,0,86,536,118,383,14,62,33,8,0.332,0.438,0.715,1.153,25,15,74,19,153,172,0.89,2748,4.079638391458345,2
2141,52,10,58,243,272,46,25,13,41,272,91,489,25,83,49,9,0.893,0.873,1.798,2.671,15,0,120,26,23,75,0.307,2101,4.080497548848436,2
2166,11,0,55,238,566,90,17,15,157,566,125,414,19,129,25,0,0.42,0.489,0.731,1.22,15,9,66,1,162,45,3.6,3096,4.073346315683409,2
2167,36,13,42,247,373,109,10,15,35,373,16,435,36,9,10,0,0.662,0.716,1.166,1.882,14,12,91,11,73,208,0.351,1311,4.073188256755751,2
2168,51,4,44,244,666,0,24,4,82,666,67,435,125,31,30,8,0.366,0.364,0.653,1.017,4,13,99,23,118,108,1.093,1194,4.072822980856353,2
2188,25,3,11,221,351,117,37,0,97,351,129,285,118,200,17,3,0.63,0.722,0.812,1.534,16,13,39,4,168,204,0.824,1215,4.0690138558793345,2
2189,30,13,58,205,721,40,34,8,31,721,146,435,25,83,40,4,0.284,0.319,0.603,0.922,11,1,101,2,130,42,3.095,586,4.068683953930586,2
2190,45,3,57,178,624,22,12,12,104,624,45,400,129,14,33,10,0.285,0.304,0.641,0.945,2,14,105,28,37,198,0.187,2829,4.068324889242646,2
2191,33,10,51,135,425,36,0,4,103,425,102,341,128,14,28,2,0.318,0.368,0.802,1.17,23,15,94,13,182,26,7.0,625,4.068314390432768,2
2192,43,13,36,179,545,75,24,11,27,545,132,356,58,176,27,7,0.328,0.403,0.653,1.056,5,6,92,21,80,61,1.311,185,4.068171735045196,2
2193,37,15,30,190,602,88,16,4,58,602,87,347,59,44,22,5,0.316,0.401,0.576,0.977,30,7,82,16,74,112,0.661,1171,4.0671464974185785,2
2187,33,14,41,158,582,78,7,4,48,582,129,342,64,181,41,1,0.271,0.355,0.588,0.943,13,12,88,22,162,34,4.765,2129,4.069073988677741,2
2194,39,19,52,115,219,80,18,5,52,219,3,348,110,89,29,0,0.525,0.641,1.589,2.23,24,6,110,15,197,110,1.791,399,4.066352376321316,2
2196,52,8,37,152,330,69,17,11,99,330,125,331,79,118,26,7,0.461,0.539,1.003,1.542,2,0,97,29,41,84,0.488,1593,4.065509351735045,2
2197,32,15,35,207,238,12,4,11,104,238,127,374,113,67,10,3,0.87,0.839,1.571,2.41,3,13,82,16,130,216,0.602,32,4.065366698392285,2
2198,27,18,20,217,227,76,32,5,116,227,145,340,41,129,12,10,0.956,0.951,1.498,2.449,26,2,65,4,105,101,1.04,2489,4.065354638310458,2
2199,52,7,36,255,434,69,34,12,107,434,122,429,0,69,50,9,0.588,0.629,0.988,1.617,21,0,95,5,4,198,0.02,3157,4.065316995425322,2
2200,60,19,43,166,318,88,5,0,95,318,6,393,25,101,22,3,0.522,0.626,1.236,1.862,28,1,122,13,68,127,0.535,1361,4.065070264038919,2
2201,27,5,32,164,694,98,17,7,68,694,131,297,101,160,1,9,0.236,0.328,0.428,0.756,17,12,64,21,104,129,0.806,1373,4.065016963329343,2
2195,57,10,52,144,201,81,30,0,137,201,96,377,18,160,26,1,0.716,0.798,1.876,2.674,9,3,119,25,85,206,0.413,2437,4.0661743821008605,2
2133,19,11,54,122,615,113,29,11,9,615,85,325,91,116,11,0,0.198,0.318,0.528,0.846,24,8,84,7,159,147,1.082,3253,4.082105788637064,2
2186,57,7,40,170,229,113,39,0,50,229,11,361,97,14,27,4,0.742,0.827,1.576,2.403,3,13,104,10,194,166,1.169,165,4.069961914623756,2
2184,50,16,45,261,261,54,11,0,119,261,41,478,1,31,26,7,1.0,1.0,1.831,2.831,7,12,111,7,60,7,8.571,1066,4.070486630947803,2
2169,54,6,39,247,521,67,33,12,97,521,117,430,6,83,49,1,0.474,0.523,0.825,1.348,15,14,99,21,0,175,0.0,1514,4.07279954926572,2
2170,29,6,55,149,149,97,19,5,98,149,31,355,120,58,34,2,1.0,0.98,2.383,3.363,9,13,90,0,40,115,0.348,2065,4.072649262162842,2
2171,46,12,36,180,726,12,24,4,145,726,72,358,100,170,21,0,0.248,0.259,0.493,0.752,11,11,94,7,142,105,1.352,3280,4.07261819697941,2
2172,45,18,23,119,248,103,22,2,43,248,80,269,114,151,17,8,0.48,0.629,1.085,1.714,18,14,86,2,198,135,1.467,1664,4.072262228471508,2
2173,38,4,45,236,282,112,28,13,122,282,72,417,12,106,9,9,0.837,0.855,1.479,2.334,0,12,87,11,6,64,0.094,656,4.072227296402848,2
2174,21,13,51,171,645,63,39,8,154,645,7,371,74,136,32,10,0.265,0.327,0.575,0.902,5,1,85,11,194,25,7.76,2712,4.0720398358651355,2
2185,20,16,50,255,685,27,34,11,33,685,107,457,47,49,27,5,0.372,0.39,0.667,1.057,12,7,86,19,72,72,1.0,1662,4.069966893383333,2
2176,27,1,59,160,364,116,33,9,5,364,133,366,84,51,13,2,0.44,0.564,1.005,1.569,1,9,87,17,105,73,1.438,1255,4.0717413964665505,2
2178,39,14,49,206,616,12,40,3,49,616,100,420,85,99,23,9,0.334,0.345,0.682,1.027,6,5,102,0,17,210,0.081,3002,4.071286541257411,2
2179,55,1,57,138,396,98,1,1,74,396,57,366,92,171,18,7,0.348,0.477,0.924,1.401,23,4,113,27,7,37,0.189,1715,4.071264840525967,2
2180,36,16,44,167,742,67,16,2,37,742,20,367,99,44,9,9,0.225,0.289,0.495,0.784,13,9,96,30,153,8,19.125,1379,4.071193875381322,2
2181,44,7,58,134,294,83,2,9,41,294,81,366,100,148,28,9,0.456,0.562,1.245,1.807,18,3,109,24,110,157,0.701,1440,4.070798588381029,2
2182,55,6,49,220,285,39,19,2,146,285,40,434,72,66,46,8,0.772,0.794,1.523,2.317,9,2,110,13,43,99,0.434,263,4.070522221278254,2
2183,32,18,38,175,331,56,22,12,65,331,139,357,60,177,1,9,0.529,0.579,1.079,1.658,15,1,88,15,163,144,1.132,442,4.07050112169296,2
2177,54,16,22,196,586,34,4,8,43,586,74,348,122,27,45,5,0.334,0.366,0.594,0.96,1,0,92,21,133,165,0.806,3093,4.071575901388659,2
2132,31,9,35,235,286,62,1,2,97,286,146,389,68,131,9,1,0.822,0.849,1.36,2.209,18,12,75,29,17,162,0.105,2775,4.082340249914983,2
2131,58,2,40,121,664,108,15,13,93,664,1,303,121,34,25,8,0.182,0.292,0.456,0.748,17,0,100,9,131,66,1.985,2967,4.082438785478051,2
2130,16,19,51,117,383,52,11,15,46,383,125,324,111,105,38,5,0.305,0.376,0.846,1.222,8,9,86,1,170,59,2.881,1683,4.082546077531332,2
2077,24,14,32,216,380,47,38,10,121,380,63,364,107,143,3,2,0.568,0.602,0.958,1.56,16,8,70,1,47,181,0.26,3217,4.094267790570506,2
2078,1,1,46,197,456,87,10,12,97,456,138,338,125,27,12,5,0.432,0.512,0.741,1.253,17,0,48,5,195,201,0.97,1606,4.094028615057095,2
2079,50,11,53,204,746,92,27,8,38,746,54,435,2,197,45,7,0.273,0.35,0.583,0.933,6,11,114,1,118,160,0.738,1503,4.093714726781607,2
2080,38,1,53,262,682,119,26,5,2,682,106,461,5,40,26,9,0.384,0.473,0.676,1.149,17,11,92,25,186,106,1.755,2149,4.093702704974691,2
2081,37,19,29,142,664,77,29,4,161,664,17,304,69,14,34,3,0.214,0.294,0.458,0.752,15,9,85,3,187,91,2.055,1711,4.093422980948473,2
2082,1,8,38,257,321,93,25,9,70,321,95,388,98,132,20,3,0.801,0.827,1.209,2.036,16,7,47,14,0,164,0.0,1149,4.092998527779243,2
2076,55,12,38,146,647,34,29,11,11,647,109,339,128,154,35,6,0.226,0.26,0.524,0.784,4,0,105,2,173,4,43.25,558,4.094864837505434,2
2083,50,19,35,129,403,87,34,2,46,403,18,322,102,82,21,10,0.32,0.439,0.799,1.238,27,2,104,3,127,217,0.585,2431,4.092578344292665,2
2085,49,12,58,146,258,56,32,4,17,258,114,393,82,115,27,5,0.566,0.635,1.523,2.158,29,14,119,16,79,127,0.622,2128,4.092147988919984,2
2086,54,0,45,223,378,108,32,5,86,378,50,412,52,115,29,3,0.59,0.674,1.09,1.764,21,13,99,5,184,33,5.576,2601,4.091661850651758,2
2087,27,1,44,187,411,117,11,13,72,411,53,348,115,107,6,9,0.455,0.562,0.847,1.409,3,10,72,22,125,39,3.205,2636,4.091455197035672,2
2088,42,6,55,168,478,90,17,6,94,478,4,387,89,154,40,0,0.351,0.449,0.81,1.259,1,6,103,18,196,53,3.698,360,4.091245121631772,2
2089,57,7,45,152,555,119,38,0,85,555,58,358,28,92,30,5,0.274,0.402,0.645,1.047,22,0,109,4,194,157,1.236,1619,4.091238569812649,2
2090,52,20,29,131,610,116,22,7,28,610,83,310,31,135,5,6,0.215,0.337,0.508,0.845,18,0,101,22,136,60,2.267,455,4.091144217429068,2
2084,45,9,44,182,675,40,11,11,79,675,44,377,117,74,25,8,0.27,0.306,0.559,0.865,17,12,98,16,37,50,0.74,802,4.09244048751434,2
2092,6,6,46,198,717,118,13,12,132,717,42,354,63,29,31,8,0.276,0.373,0.494,0.867,0,10,58,25,14,27,0.519,2363,4.0899098009032855,2
2075,52,8,44,259,332,25,2,12,81,332,72,459,82,175,32,7,0.78,0.77,1.383,2.153,6,12,104,29,136,4,34.0,193,4.095705405130316,2
2073,9,8,55,150,238,93,27,9,79,238,150,340,87,67,37,8,0.63,0.715,1.429,2.144,20,0,72,23,145,3,48.333,559,4.0958420867886005,2
2059,59,14,32,248,625,57,24,0,34,625,64,431,45,182,5,5,0.397,0.447,0.69,1.137,6,11,105,30,140,217,0.645,3182,4.098382465310593,2
2060,52,0,48,206,464,51,2,3,136,464,112,402,73,197,35,8,0.444,0.496,0.866,1.362,17,0,100,22,65,183,0.355,2304,4.0983741945871985,2
2061,48,13,25,227,284,84,10,10,120,284,146,376,4,42,17,10,0.799,0.823,1.324,2.147,27,15,86,27,145,4,36.25,2946,4.098197200656852,2
2062,42,19,50,134,625,73,16,0,51,625,57,364,57,25,0,5,0.214,0.297,0.582,0.879,1,15,111,27,145,23,6.304,1405,4.098087263444199,2
2063,47,13,22,219,396,21,24,11,157,396,77,358,104,142,40,3,0.553,0.561,0.904,1.465,22,4,82,5,15,109,0.138,991,4.097702577669894,2
2064,0,14,53,175,615,109,2,3,22,615,2,362,127,71,40,10,0.285,0.391,0.589,0.98,27,13,67,16,106,91,1.165,2704,4.0976613230186025,2
2074,13,4,58,226,537,84,11,14,127,537,110,421,30,103,19,6,0.421,0.488,0.784,1.272,28,12,75,30,77,19,4.053,1183,4.095811894054681,2
2065,59,16,17,187,339,76,9,7,48,339,73,329,100,47,38,2,0.552,0.623,0.971,1.594,19,13,92,22,5,157,0.032,1668,4.097476180743433,2
2067,42,19,60,147,596,0,23,2,126,596,56,407,72,65,47,6,0.247,0.246,0.683,0.929,19,5,121,4,115,189,0.608,694,4.096883045548015,2
2068,56,11,19,244,443,79,31,2,71,443,23,379,92,191,33,6,0.551,0.616,0.856,1.472,19,0,86,20,107,128,0.836,973,4.096858818446225,2
2069,36,17,6,257,529,19,1,0,135,529,95,345,120,40,30,0,0.486,0.504,0.652,1.156,22,1,59,14,42,200,0.21,1879,4.096679781442658,2
2070,35,10,46,258,662,27,12,14,30,662,81,451,89,64,39,3,0.39,0.405,0.681,1.086,9,1,91,2,106,84,1.262,1377,4.096396337521483,2
2071,38,14,55,243,328,42,15,7,24,328,53,474,72,130,50,2,0.741,0.756,1.445,2.201,8,13,107,7,116,48,2.417,1825,4.0959473763703835,2
2072,57,15,35,189,284,110,7,3,18,284,3,381,78,62,26,0,0.665,0.753,1.342,2.095,1,14,107,10,166,174,0.954,2918,4.095860611894359,2
2066,31,16,7,246,446,80,20,0,156,446,14,330,101,165,40,0,0.552,0.62,0.74,1.36,4,9,54,24,36,72,0.5,1541,4.097413977666332,2
2491,53,16,6,206,327,75,21,9,111,327,122,309,50,42,27,9,0.63,0.684,0.945,1.629,23,15,75,4,143,132,1.083,2503,3.996569251009933,2
2093,57,18,33,233,385,39,13,3,113,385,90,425,16,133,43,0,0.605,0.637,1.104,1.741,1,6,108,9,11,65,0.169,893,4.089639726996868,2
2095,57,18,46,144,401,4,1,1,137,401,41,375,105,195,13,5,0.359,0.365,0.935,1.3,25,9,121,30,30,11,2.727,2212,4.088597411820282,2
2114,29,9,43,246,407,67,26,1,49,407,25,422,114,92,41,6,0.604,0.659,1.037,1.696,6,10,81,6,100,118,0.847,1619,4.085972100225082,2
2115,57,16,2,240,609,66,8,12,93,609,3,335,110,195,6,3,0.394,0.445,0.55,0.995,9,15,75,22,29,139,0.209,2067,4.085674956464538,2
2116,53,19,19,170,309,93,8,13,110,309,100,318,30,186,14,0,0.55,0.634,1.029,1.663,13,14,91,9,40,75,0.533,2695,4.085354991776694,2
2117,43,15,59,120,315,82,5,14,4,315,47,370,97,193,37,3,0.381,0.491,1.175,1.666,14,13,117,24,195,43,4.535,2,4.08494806473974,2
2118,29,14,12,237,646,38,26,5,161,646,110,330,87,188,3,1,0.367,0.399,0.511,0.91,9,13,55,6,27,99,0.273,1581,4.084493798956833,2
2119,60,11,31,223,502,50,29,8,104,502,82,398,46,60,12,4,0.444,0.487,0.793,1.28,24,2,102,25,17,56,0.304,3012,4.084218211734274,2
2113,16,20,55,172,258,10,13,9,157,258,12,393,123,26,3,6,0.667,0.657,1.523,2.18,22,9,91,20,170,179,0.95,518,4.0864679336892324,2
2120,35,6,24,191,312,59,33,6,144,312,112,310,128,171,43,10,0.612,0.663,0.994,1.657,13,11,65,30,23,40,0.575,2126,4.083984541093927,2
2122,30,16,45,248,375,72,16,1,118,375,31,445,23,55,33,6,0.661,0.714,1.187,1.901,17,14,91,6,11,100,0.11,385,4.083548563891528,2
2123,42,14,41,129,598,32,20,14,111,598,148,322,76,151,41,3,0.216,0.25,0.538,0.788,1,1,97,9,13,111,0.117,3189,4.083493735639702,2
2125,45,19,31,134,172,53,4,12,135,172,70,310,101,120,36,6,0.779,0.789,1.802,2.591,30,8,95,11,178,151,1.179,2982,4.083210300962486,2
2126,37,18,35,180,535,36,21,11,83,535,50,358,108,117,2,8,0.336,0.371,0.669,1.04,25,15,90,16,142,139,1.022,2523,4.083156113336174,2
2127,36,0,55,207,220,92,1,6,127,220,13,408,103,192,41,6,0.941,0.94,1.855,2.795,29,11,91,4,57,48,1.188,1465,4.083055850992263,2
2129,54,13,39,204,359,67,10,10,100,359,48,401,49,20,31,3,0.568,0.622,1.117,1.739,7,5,106,2,166,35,4.743,395,4.082546498125459,2
2121,10,19,47,114,486,49,17,12,111,486,114,303,105,197,40,8,0.235,0.298,0.623,0.921,6,8,76,26,30,112,0.268,1780,4.083817044516497,2
2094,32,15,31,109,700,82,25,14,109,700,50,264,115,52,30,0,0.156,0.24,0.377,0.617,29,2,78,22,5,119,0.042,1494,4.089052356749893,2
2112,28,13,36,126,610,104,18,10,107,610,4,288,117,83,9,9,0.207,0.318,0.472,0.79,23,15,77,1,47,98,0.48,3217,4.086541029047585,2
2110,26,10,52,207,494,99,32,11,47,494,55,409,51,90,36,10,0.419,0.507,0.828,1.335,18,9,88,19,179,173,1.035,1375,4.08694544032867,2
2096,40,11,10,233,734,104,24,9,130,734,80,325,38,62,42,2,0.317,0.398,0.443,0.841,13,11,61,28,127,158,0.804,847,4.088535156451621,2
2097,30,6,16,213,557,119,33,0,122,557,95,303,77,41,9,0,0.382,0.491,0.544,1.035,22,7,52,5,71,179,0.397,364,4.0884703991920865,2
2098,42,16,24,235,268,85,34,0,108,268,108,381,19,41,34,8,0.877,0.907,1.422,2.329,14,13,82,25,136,64,2.125,3207,4.088262321769618,2
2099,55,17,10,255,699,74,5,10,64,699,50,374,51,101,27,6,0.365,0.42,0.535,0.955,28,3,82,27,51,143,0.357,1141,4.088234092260953,2
2100,33,12,47,128,232,78,10,8,107,232,75,326,105,63,40,4,0.552,0.648,1.405,2.053,23,10,92,12,46,109,0.422,1353,4.0877616677829485,2
2101,15,15,34,164,499,103,24,12,19,499,67,311,123,196,22,3,0.329,0.435,0.623,1.058,19,8,64,3,106,77,1.377,3182,4.0877589616940435,2
2111,36,19,15,198,572,57,25,15,92,572,46,317,111,175,6,10,0.346,0.396,0.554,0.95,21,10,70,30,138,93,1.484,31,4.086549213410694,2
2102,43,19,28,106,532,117,31,11,2,532,8,271,127,16,48,6,0.199,0.338,0.509,0.847,24,3,90,14,160,190,0.842,2638,4.087752762397397,2
2104,37,16,23,118,382,78,23,11,78,382,110,256,126,95,12,1,0.309,0.416,0.67,1.086,23,15,76,17,68,176,0.386,1429,4.087587157592078,2
2105,41,13,55,258,261,16,3,14,83,261,78,490,52,37,7,0,0.989,0.942,1.877,2.819,7,4,109,6,77,45,1.711,1310,4.0875595323798155,2
2106,31,2,54,106,444,113,16,4,142,444,142,303,56,75,41,7,0.239,0.39,0.682,1.072,19,13,87,3,60,166,0.361,2045,4.087435391862658,2
2107,44,18,12,173,494,101,27,14,4,494,81,289,106,26,50,7,0.35,0.45,0.585,1.035,14,5,74,25,109,30,3.633,1424,4.0871560463229635,2
2108,14,20,34,230,498,38,3,15,66,498,97,386,89,48,15,0,0.462,0.486,0.775,1.261,27,5,68,26,168,178,0.944,3111,4.087044540562764,2
2109,60,3,38,169,613,75,30,12,141,613,56,349,70,174,17,6,0.276,0.349,0.569,0.918,1,8,101,30,152,197,0.772,787,4.087018738474428,2
2103,33,15,24,255,389,32,4,13,56,389,68,390,130,193,27,10,0.656,0.661,1.003,1.664,23,8,72,2,2,11,0.182,1517,4.0876378423656226,2
1862,49,12,44,109,160,111,14,6,124,160,35,314,86,160,31,10,0.681,0.794,1.962,2.756,5,15,105,4,74,8,9.25,1295,4.149062617182722,2
2492,53,15,33,137,276,46,39,3,67,276,101,319,106,177,48,7,0.496,0.563,1.156,1.719,29,11,101,1,22,96,0.229,674,3.9964047264736635,2
2494,40,15,19,199,362,114,0,10,119,362,60,326,33,152,31,10,0.55,0.644,0.901,1.545,0,14,74,29,27,190,0.142,1854,3.9954907578733163,2
2890,15,8,37,209,708,102,37,14,84,708,21,351,72,148,19,9,0.295,0.377,0.496,0.873,29,0,60,22,54,90,0.6,1237,3.9139535408701187,2
2888,29,0,59,222,730,6,26,6,121,730,135,428,69,98,40,4,0.304,0.307,0.586,0.893,2,14,88,16,151,67,2.254,1899,3.9140787154998304,2
2887,0,17,51,247,591,4,31,1,141,591,93,434,48,122,19,10,0.418,0.421,0.734,1.155,30,0,68,0,19,11,1.727,2585,3.914216328810694,2
2886,59,13,8,137,362,102,32,10,125,362,45,246,85,127,37,10,0.378,0.504,0.68,1.184,7,6,80,5,22,199,0.111,345,3.914480532342679,2
2885,41,19,13,192,483,86,33,14,112,483,52,310,40,194,41,0,0.398,0.477,0.642,1.119,19,8,73,7,85,147,0.578,669,3.914786406327963,2
2884,42,20,10,199,449,71,23,11,25,449,130,311,61,30,26,2,0.443,0.508,0.693,1.201,11,2,72,23,99,141,0.702,890,3.9148026112448058,2
2883,57,13,21,152,313,19,37,2,145,313,141,298,89,115,48,3,0.486,0.512,0.952,1.464,9,6,91,29,148,30,4.933,1170,3.9148679409121905,2
2882,44,13,57,200,334,46,29,6,101,334,68,441,9,154,48,3,0.599,0.637,1.32,1.957,7,12,114,18,79,160,0.494,2255,3.914992565559939,2
2881,28,14,55,113,180,85,37,11,142,180,10,334,69,59,35,1,0.628,0.717,1.856,2.573,16,12,97,9,74,71,1.042,3081,3.9161171531340977,2
2880,36,12,34,124,396,106,9,2,113,396,13,286,98,26,34,9,0.313,0.456,0.722,1.178,27,9,82,5,18,183,0.098,1485,3.916214326817969,2
2879,39,14,40,109,731,108,39,3,90,731,25,296,49,44,33,6,0.149,0.258,0.405,0.663,1,1,93,6,128,87,1.471,3166,3.9162245036378174,2
2878,30,15,38,259,288,15,36,5,150,288,65,433,47,139,31,1,0.899,0.89,1.503,2.393,11,5,83,30,198,83,2.386,3165,3.916226386211091,2
2877,27,15,37,195,533,21,38,5,52,533,123,363,95,21,44,3,0.366,0.386,0.681,1.067,7,7,79,26,162,105,1.543,429,3.9163316548246123,2
2876,0,12,47,192,578,45,40,14,115,578,126,357,66,154,36,10,0.332,0.372,0.618,0.99,5,4,59,4,124,144,0.861,2338,3.9166776733233313,2
2875,23,18,51,109,236,33,28,1,87,236,99,321,114,32,4,3,0.462,0.526,1.36,1.886,9,10,92,10,200,169,1.183,605,3.9174230746395042,2
2874,17,10,57,181,743,60,1,11,21,743,63,389,91,146,27,2,0.244,0.296,0.524,0.82,11,9,84,20,99,191,0.518,3026,3.918195876948539,2
2873,41,1,27,199,553,76,37,8,102,553,149,323,69,161,34,2,0.36,0.432,0.584,1.016,21,8,69,0,76,35,2.171,745,3.918213790712283,2
2859,42,7,53,110,629,57,35,5,63,629,32,325,130,68,38,2,0.175,0.242,0.517,0.759,13,12,102,2,111,51,2.176,1092,3.9218814669487365,2
2860,43,4,41,235,311,112,21,2,105,311,11,409,37,102,29,4,0.756,0.816,1.315,2.131,7,12,88,21,83,199,0.417,3077,3.921764291434498,2
2861,54,7,60,170,626,56,35,4,18,626,53,418,60,105,18,2,0.272,0.329,0.668,0.997,5,6,121,18,80,117,0.684,2618,3.9217257273984605,2
2862,47,12,32,180,455,68,22,14,86,455,109,347,39,4,7,4,0.396,0.462,0.763,1.225,21,8,91,12,110,220,0.5,2807,3.921658799839869,2
2863,20,4,58,199,502,92,30,10,58,502,11,401,88,98,40,7,0.396,0.482,0.799,1.281,22,11,82,22,195,207,0.942,1424,3.9216298592470658,2
2864,38,2,47,150,687,70,29,7,35,687,133,333,94,32,34,3,0.218,0.288,0.485,0.773,20,3,87,7,65,12,5.417,2598,3.9211330373142435,2
2891,56,8,13,183,702,82,24,3,52,702,144,294,64,74,5,5,0.261,0.337,0.419,0.756,20,3,77,7,183,7,26.143,1115,3.9136305934558244,2
2865,14,14,51,101,461,57,17,5,13,461,146,296,128,129,6,5,0.219,0.302,0.642,0.944,22,12,79,21,81,170,0.476,942,3.9206693062931994,2
2867,44,19,4,169,226,89,25,4,134,226,40,263,92,44,40,7,0.748,0.809,1.164,1.973,0,2,67,28,75,21,3.571,1708,3.919885308353077,2
2868,49,0,41,121,509,116,35,15,21,509,93,293,102,89,19,0,0.238,0.37,0.576,0.946,25,5,90,5,112,122,0.918,2951,3.9194188696401167,2
2869,34,20,16,215,376,76,8,7,86,376,137,337,18,125,30,9,0.572,0.634,0.896,1.53,1,7,70,10,59,130,0.454,2549,3.9191222812471054,2
2870,55,13,3,161,391,115,21,14,134,391,70,251,53,141,18,10,0.412,0.531,0.642,1.173,13,4,71,19,65,120,0.542,112,3.9187048341487585,2
2871,33,20,25,207,377,40,15,15,159,377,35,355,58,151,13,9,0.549,0.572,0.942,1.514,26,3,78,8,198,110,1.8,593,3.91833389464292,2
2872,60,14,14,256,489,30,15,6,25,489,127,386,67,1,41,10,0.524,0.545,0.789,1.334,5,9,88,1,7,178,0.039,1647,3.918251564419068,2
2866,17,20,59,156,461,10,36,0,37,461,138,390,74,107,19,5,0.338,0.352,0.846,1.198,24,10,96,4,25,140,0.179,1851,3.9204104065194474,2
2892,34,16,29,168,542,108,18,9,127,542,75,321,0,183,16,0,0.31,0.419,0.592,1.011,25,9,79,18,172,220,0.782,3133,3.912779578576292,2
2893,34,2,59,150,472,107,16,0,77,472,134,365,22,42,1,1,0.318,0.444,0.773,1.217,15,1,95,25,30,157,0.191,833,3.9127433514360996,2
2894,13,6,58,234,608,76,28,9,42,608,61,433,56,37,6,8,0.385,0.447,0.712,1.159,10,5,77,14,104,157,0.662,1723,3.911957541894568,2
2913,24,17,12,143,491,97,36,14,94,491,63,237,108,142,10,4,0.291,0.399,0.483,0.882,10,0,53,25,141,71,1.986,2278,3.908921582891192,2
2914,34,19,22,113,412,51,8,8,128,412,71,251,122,93,39,5,0.274,0.348,0.609,0.957,22,1,75,21,15,94,0.16,3047,3.908910632380087,2
2915,15,2,55,177,701,110,36,8,57,701,53,361,73,180,3,8,0.252,0.35,0.515,0.865,4,4,72,20,176,121,1.455,58,3.908851863389757,2
2916,44,9,47,157,486,5,30,11,13,486,147,360,128,68,42,1,0.323,0.323,0.741,1.064,17,10,100,29,105,62,1.694,472,3.908634270298791,2
2917,47,11,10,121,600,116,22,15,74,600,122,220,74,87,43,0,0.202,0.324,0.367,0.691,6,0,68,12,175,68,2.574,2923,3.9084595124800194,2
2919,49,14,36,218,292,88,29,6,47,292,47,403,26,73,7,7,0.747,0.793,1.38,2.173,18,10,99,22,32,185,0.173,149,3.90835258087968,2
2912,47,16,48,166,610,55,13,14,34,610,61,389,40,170,47,7,0.272,0.325,0.638,0.963,3,0,111,16,32,164,0.195,2865,3.908974714153275,2
2920,47,4,49,192,648,62,17,3,69,648,2,394,99,38,15,3,0.296,0.356,0.608,0.964,21,7,100,24,9,42,0.214,1132,3.9082900652269608,2
2922,54,1,33,174,508,56,38,13,143,508,5,329,128,16,13,0,0.343,0.399,0.648,1.047,29,8,88,23,130,102,1.275,1973,3.908031317181706,2
2923,43,9,16,182,387,79,22,4,71,387,100,291,112,33,15,5,0.47,0.555,0.752,1.307,0,4,68,1,21,65,0.323,250,3.907861219606094,2
2924,34,16,14,182,251,45,21,14,154,251,83,290,104,190,0,7,0.725,0.732,1.155,1.887,8,13,64,13,1,123,0.008,757,3.9078483037829366,2
2925,39,0,58,146,510,108,27,13,140,510,25,359,44,20,0,7,0.286,0.403,0.704,1.107,2,12,97,8,129,203,0.635,1333,3.9076861481087715,2
2926,30,6,59,234,744,59,19,9,30,744,18,453,65,200,40,1,0.315,0.361,0.609,0.97,9,7,95,27,22,27,0.815,363,3.9076211982815097,2
2927,22,11,56,122,359,81,0,15,63,359,77,334,89,58,15,10,0.34,0.446,0.93,1.376,19,12,89,15,106,141,0.752,249,3.9076141226681913,2
2921,9,11,50,155,467,20,40,8,134,467,146,336,94,141,28,5,0.332,0.354,0.719,1.073,20,10,70,2,1,209,0.005,2450,3.908111436880776,2
2858,59,15,17,190,646,102,37,11,109,646,22,330,12,166,49,0,0.294,0.385,0.511,0.896,10,11,91,19,115,208,0.553,1773,3.922097605842502,2
2911,4,17,7,235,669,30,35,12,155,669,109,294,106,192,11,2,0.351,0.373,0.439,0.812,18,10,28,8,144,28,5.143,1047,3.909017107481442,2
